id,fullName,name,type
n6206,@java+method#com.fsck.k9.activity.MessageList.StorageListenerImplementation.onMount(java.lang.String),onMount,Operation
n6207,@java+method#com.fsck.k9.setup.ServerNameSuggesterTest.suggestServerName_forWebDavServer(),suggestServerName_forWebDavServer,Operation
n6208,"@java+constructor#com.fsck.k9.mailstore.LocalBodyPart.LocalBodyPart(java.lang.String,com.fsck.k9.mailstore.LocalMessage,long,long)",LocalBodyPart,Constructor
n6209,@java+field#com.fsck.k9.activity.setup.Prefs.mOpenPgpSupportSignOnly,mOpenPgpSupportSignOnly,Variable
n621,@java+field#com.fsck.k9.mailstore.LocalStore.FOLDER_INTEGRATE_INDEX,FOLDER_INTEGRATE_INDEX,Variable
n6210,@java+class#com.fsck.k9.K9.Intents.EmailReceived,EmailReceived,Structure
n6211,@java+method#com.fsck.k9.mail.store.pop3.Pop3StoreTest.getFlaggedMessageCount_shouldBeMinusOne(),getFlaggedMessageCount_shouldBeMinusOne,Operation
n6212,@java+field#com.fsck.k9.message.TextBodyBuilder.mInsertSeparator,mInsertSeparator,Variable
n6213,"@java+method#com.fsck.k9.activity.compose.RecipientPresenter.initFromReplyToMessage(com.fsck.k9.mail.Message,boolean)",initFromReplyToMessage,Operation
n6214,@java+method#com.fsck.k9.notification.DeviceNotificationsTest.buildSummaryNotification_withoutDeleteAction(),buildSummaryNotification_withoutDeleteAction,Operation
n6215,@java+method#com.fsck.k9.mail.store.imap.ImapPushState.createDefaultImapPushState(),createDefaultImapPushState,Operation
n6216,@java+method#com.fsck.k9.activity.setup.AccountSettings.onCompositionSettings(),onCompositionSettings,Operation
n6217,@java+field#com.fsck.k9.activity.FolderList.FolderViewHolder.activeIcons,activeIcons,Variable
n6218,@java+field#org.openintents.openpgp.OpenPgpError.message,message,Variable
n6219,@java+field#com.fsck.k9.mail.store.pop3.Pop3Store.mConnectionSecurity,mConnectionSecurity,Variable
n622,@java+method#com.fsck.k9.activity.setup.AccountSetupCheckSettings.CheckAccountTask.checkIncoming(),checkIncoming,Operation
n6220,@java+class#com.fsck.k9.notification.AddNotificationResult,AddNotificationResult,Structure
n6221,"@java+constructor#com.fsck.k9.view.MessageCryptoStatusView.MessageCryptoStatusView(com.fsck.k9.controller.Context,com.fsck.k9.view.AttributeSet)",MessageCryptoStatusView,Constructor
n6222,@java+class#com.fsck.k9.notification.CertificateErrorNotificationsTest,CertificateErrorNotificationsTest,Structure
n6223,@java+field#com.fsck.k9.mail.ssl.TrustManagerFactory.keyStore,keyStore,Variable
n6224,@java+method#com.fsck.k9.service.CoreService.isAutoShutdown(),isAutoShutdown,Operation
n6225,@java+constructor#com.fsck.k9.mail.ssl.TrustManagerFactoryTest.TrustManagerFactoryTest(),TrustManagerFactoryTest,Constructor
n6226,@java+method#com.fsck.k9.mailstore.ReconstructMessageFromDatabaseTest.testAddMissingPart(),testAddMissingPart,Operation
n6227,@java+method#com.fsck.k9.mail.Address.toEncodedString(com.fsck.k9.mail.Address[]),toEncodedString,Operation
n6228,@java+method#com.fsck.k9.crypto.OpenPgpApiHelper.buildUserId(com.fsck.k9.Identity),buildUserId,Operation
n6229,@java+field#com.fsck.k9.message.PgpMessageBuilderTest.SENDER_EMAIL,SENDER_EMAIL,Variable
n623,"@java+method#com.fsck.k9.notification.NotificationActionCreator.skipFolderListInBackStack(com.fsck.k9.Account,java.lang.String)",skipFolderListInBackStack,Operation
n6230,@java+method#com.fsck.k9.activity.compose.RecipientPresenter.onCryptoPgpSignOnlyDisabled(),onCryptoPgpSignOnlyDisabled,Operation
n6231,@java+initializer#com.fsck.k9.preferences.FolderSettings$initializer1,,Operation
n6232,@java+method#com.fsck.k9.Account.switchLocalStorage(java.lang.String),switchLocalStorage,Operation
n6233,"@java+constructor#com.fsck.k9.controller.MessagingController.clear(com.fsck.k9.Account,com.fsck.k9.controller.MessagingListener).$anonymous1.()",,Constructor
n6234,@java+method#com.fsck.k9.mailstore.ReconstructMessageFromDatabaseTest.createFolderInDatabase(),createFolderInDatabase,Operation
n6235,@java+method#com.fsck.k9.notification.SendFailedNotifications.getNotificationManager(),getNotificationManager,Operation
n6236,"@java+method#com.fsck.k9.activity.setup.AccountSetupIncoming.initializeViewListeners().$anonymous1.onItemSelected(com.fsck.k9.fragment.AdapterView,com.fsck.k9.fragment.View,int,long)",onItemSelected,Operation
n6237,@java+method#com.fsck.k9.mail.filter.FixedLengthInputStreamTest.readingStream_shouldNotConsumeMoreThanLimitFromUnderlyingInputStream(),readingStream_shouldNotConsumeMoreThanLimitFromUnderlyingInputStream,Operation
n6238,@java+field#com.fsck.k9.controller.MessagingControllerTest.sentFolder,sentFolder,Variable
n6239,@java+field#com.fsck.k9.activity.misc.ContactPictureLoader.FALLBACK_CONTACT_LETTER,FALLBACK_CONTACT_LETTER,Variable
n624,@java+method#com.fsck.k9.mail.transport.mockServer.MockSmtpServer.CannedResponse.getResponse(),getResponse,Operation
n6240,@java+method#com.fsck.k9.provider.DecryptedFileProvider.getDecryptedTempDirectory(com.fsck.k9.controller.Context),getDecryptedTempDirectory,Operation
n6241,@java+method#com.fsck.k9.activity.ChooseFolder.onCreate(com.fsck.k9.fragment.Bundle).$anonymous1.getFilter(),getFilter,Operation
n6242,@java+field#com.fsck.k9.activity.ChooseFolder.EXTRA_ACCOUNT,EXTRA_ACCOUNT,Variable
n6243,@java+method#com.fsck.k9.activity.MessageCompose.onAttachmentAdded(),onAttachmentAdded,Operation
n6244,@java+class#com.fsck.k9.activity.MessageList,MessageList,Structure
n6245,@java+method#com.fsck.k9.activity.MessageCompose.onCreateDialog(int),onCreateDialog,Operation
n6246,@java+method#com.fsck.k9.mailstore.MessageViewInfoExtractor.getTextFromPart(com.fsck.k9.mail.Part),getTextFromPart,Operation
n6247,@java+method#com.fsck.k9.mail.store.imap.mockserver.MockImapServer.output(java.lang.String),output,Operation
n6248,@java+field#com.fsck.k9.mail.store.webdav.WebDavFolderTest.mockStatusLine,mockStatusLine,Variable
n6249,@java+field#com.fsck.k9.ui.messageview.MessageViewFragment.mDstFolder,mDstFolder,Variable
n625,@java+method#com.fsck.k9.fragment.MessageListFragment.onReply(com.fsck.k9.activity.MessageReference),onReply,Operation
n6250,"@java+method#com.fsck.k9.activity.FolderList.FolderListHandler.folderLoading(java.lang.String,boolean)",folderLoading,Operation
n6251,@java+method#com.fsck.k9.message.html.BitcoinUriParserTest.uriInMiddleOfInput(),uriInMiddleOfInput,Operation
n6252,@java+field#com.fsck.k9.mailstore.LocalMessage.headerNeedsUpdating,headerNeedsUpdating,Variable
n6253,@java+method#com.fsck.k9.activity.MessageList.showMessageList(),showMessageList,Operation
n6254,@java+method#com.fsck.k9.mail.store.imap.mockserver.MockImapServer.getHost(),getHost,Operation
n6255,@java+method#com.fsck.k9.provider.MessageProvider.UnreadExtractor.getField(com.fsck.k9.activity.MessageInfoHolder),getField,Operation
n6256,@java+class#com.fsck.k9.activity.misc.ContactPictureLoaderTest,ContactPictureLoaderTest,Structure
n6257,@java+method#com.fsck.k9.view.FoldableLinearLayout.onFinishInflate(),onFinishInflate,Operation
n6258,@java+method#com.fsck.k9.activity.compose.RecipientMvpView.requestFocusOnBccField(),requestFocusOnBccField,Operation
n6259,@java+field#com.fsck.k9.activity.Accounts.mActionBarUnread,mActionBarUnread,Variable
n626,@java+field#com.fsck.k9.activity.ChooseFolder.mMyFilter,mMyFilter,Variable
n6260,@java+field#com.fsck.k9.service.SleepService.latchId,latchId,Variable
n6261,@java+method#com.fsck.k9.activity.MessageCompose.onAttachmentRemoved(),onAttachmentRemoved,Operation
n6262,@java+field#com.fsck.k9.mail.store.imap.ImapFolderPusher.PushRunnable.needsPoll,needsPoll,Variable
n6263,"@java+constructor#org.openintents.openpgp.util.OpenPgpApi.OpenPgpApi(com.fsck.k9.controller.Context,com.fsck.k9.ui.crypto.IOpenPgpService2)",OpenPgpApi,Constructor
n6264,@java+field#com.fsck.k9.view.MessageHeader.HeaderEntry.label,label,Variable
n6265,@java+constructor#com.fsck.k9.mail.internet.BinaryTempFileBody.BinaryTempFileBody(java.lang.String),BinaryTempFileBody,Constructor
n6266,@java+field#com.fsck.k9.activity.setup.Prefs.VISIBLE_REFILE_ACTIONS_MOVE,VISIBLE_REFILE_ACTIONS_MOVE,Variable
n6267,@java+method#com.fsck.k9.notification.DeviceNotifications.createInboxStyle(com.fsck.k9.notification.Builder),createInboxStyle,Operation
n6268,@java+field#org.openintents.openpgp.OpenPgpSignatureResult.keyId,keyId,Variable
n6269,@java+method#com.fsck.k9.activity.compose.ComposeCryptoStatus.isPgpInlineModeEnabled(),isPgpInlineModeEnabled,Operation
n627,@java+method#com.fsck.k9.K9.getAttachmentDefaultPath(),getAttachmentDefaultPath,Operation
n6270,@java+method#com.fsck.k9.notification.NewMailNotificationsTest.createLocalMessage(),createLocalMessage,Operation
n6271,@java+field#com.fsck.k9.K9.WAKE_LOCK_TIMEOUT,WAKE_LOCK_TIMEOUT,Variable
n6272,@java+method#com.fsck.k9.activity.compose.PgpEnabledErrorDialog.onCreateDialog(com.fsck.k9.fragment.Bundle),onCreateDialog,Operation
n6273,@java+method#com.fsck.k9.activity.compose.AttachmentPresenter.AttachmentMvpView.showWaitingForAttachmentDialog(com.fsck.k9.activity.compose.AttachmentPresenter.WaitingAction),showWaitingForAttachmentDialog,Operation
n6274,@java+field#com.fsck.k9.activity.setup.Prefs.ACTIVITY_CHOOSE_FOLDER,ACTIVITY_CHOOSE_FOLDER,Variable
n6275,@java+field#com.fsck.k9.activity.Accounts.MoveAccountAsyncTask.mUp,mUp,Variable
n6276,@java+method#com.fsck.k9.mail.transport.mockServer.MockSmtpServer.MockServerThread.getUnexpectedCommandException(),getUnexpectedCommandException,Operation
n6277,@java+method#com.fsck.k9.activity.compose.RecipientAdapter.getFilter().$anonymous1.performFiltering(java.lang.CharSequence),performFiltering,Operation
n6278,@java+field#com.fsck.k9.controller.MessagingControllerTest.messageRetrievalListenerCaptor,messageRetrievalListenerCaptor,Variable
n6279,@java+method#com.fsck.k9.view.LinearViewAnimator.setDownInAnimation(com.fsck.k9.view.Animation),setDownInAnimation,Operation
n628,"@java+method#com.fsck.k9.mail.store.imap.ImapResponseParserTest.TestImapResponseCallback.readBytesAndReturn(int,java.lang.Object)",readBytesAndReturn,Operation
n6280,@java+method#com.fsck.k9.notification.LockScreenNotification.createCommaSeparatedListOfSenders(java.util.List),createCommaSeparatedListOfSenders,Operation
n6281,@java+method#com.fsck.k9.mail.store.imap.ImapResponseParser.parseString(),parseString,Operation
n6282,@java+field#com.fsck.k9.activity.Accounts.exportAccountUuids,exportAccountUuids,Variable
n6283,@java+constructor#com.fsck.k9.activity.AccountList.AccountsAdapter.AccountViewHolder.AccountViewHolder(),,Constructor
n6284,"@java+method#com.fsck.k9.service.RemoteControlReceiver.receive(com.fsck.k9.controller.Context,com.fsck.k9.provider.Intent,java.lang.Integer)",receive,Operation
n6285,@java+field#org.openintents.openpgp.util.OpenPgpApi.AUTOCRYPT_STATUS_MUTUAL,AUTOCRYPT_STATUS_MUTUAL,Variable
n6286,@java+class#com.fsck.k9.mailstore.migrations.MigrationTo35,MigrationTo35,Structure
n6287,@java+method#com.fsck.k9.notification.NotificationDataTest.testRemoveNotificationForMessageWithRecreatingNotification(),testRemoveNotificationForMessageWithRecreatingNotification,Operation
n6288,@java+method#com.fsck.k9.K9.setLockScreenNotificationVisibility(com.fsck.k9.K9.LockScreenNotificationVisibility),setLockScreenNotificationVisibility,Operation
n6289,@java+field#com.fsck.k9.view.MessageHeader.mContactsPictureLoader,mContactsPictureLoader,Variable
n629,@java+field#com.fsck.k9.controller.MessagingControllerTest.MESSAGE_UID1,MESSAGE_UID1,Variable
n6290,@java+method#com.fsck.k9.mail.store.imap.ImapFolderPusher.PushRunnable.syncFolderOnConnect(),syncFolderOnConnect,Operation
n6291,@java+method#com.fsck.k9.view.MessageHeader.showSubjectLine(),showSubjectLine,Operation
n6292,@java+field#com.fsck.k9.activity.setup.AccountSetupOutgoing.validationTextWatcher,validationTextWatcher,Variable
n6293,@java+method#com.fsck.k9.mail.transport.smtp.SmtpTransportTest.open_withoutCramMd5AuthExtension_shouldThrow(),open_withoutCramMd5AuthExtension_shouldThrow,Operation
n6294,@java+method#com.fsck.k9.ui.messageview.MessageContainerView.enableAttachmentButtons(com.fsck.k9.mailstore.AttachmentViewInfo),enableAttachmentButtons,Operation
n6295,"@java+method#com.fsck.k9.mail.store.imap.ImapFolderTest.assertCheckOpenErrorMessage(java.lang.String,com.fsck.k9.mail.MessagingException)",assertCheckOpenErrorMessage,Operation
n6296,@java+field#com.fsck.k9.mail.helpers.TestMessage.to,to,Variable
n6297,@java+method#com.fsck.k9.search.SearchAccount.createAllMessagesAccount(com.fsck.k9.controller.Context),createAllMessagesAccount,Operation
n6298,@java+field#com.fsck.k9.preferences.SettingsImporter.ImportedAccount.outgoing,outgoing,Variable
n6299,@java+class#com.fsck.k9.mailstore.migrations.MigrationTo46,MigrationTo46,Structure
n63,@java+constructor#com.fsck.k9.activity.MessageList.onToggleTheme().$anonymous1.(),,Constructor
n630,@java+method#com.fsck.k9.mail.store.imap.ImapSettings.getConnectionSecurity(),getConnectionSecurity,Operation
n6300,@java+field#org.openintents.openpgp.util.OpenPgpAppPreference.PACKAGE_NAME_APG,PACKAGE_NAME_APG,Variable
n6301,"@java+method#com.fsck.k9.controller.MessagingController.clear(com.fsck.k9.Account,com.fsck.k9.controller.MessagingListener)",clear,Operation
n6302,@java+method#com.fsck.k9.search.LocalSearch.getAccountUuids(),getAccountUuids,Operation
n6303,@java+field#com.fsck.k9.message.html.HttpUriParserTest.parser,parser,Variable
n6304,@java+field#com.fsck.k9.mail.store.imap.CapabilityResponse.capabilities,capabilities,Variable
n6305,@java+field#com.fsck.k9.crypto.MessageCryptoStructureDetector.TEXT_PLAIN,TEXT_PLAIN,Variable
n6306,"@java+method#com.fsck.k9.mail.store.imap.ImapFolder.ioExceptionHandler(com.fsck.k9.mail.store.imap.ImapConnection,java.io.IOException)",ioExceptionHandler,Operation
n6307,"@java+method#com.fsck.k9.fragment.MessageListFragment.onCreateView(com.fsck.k9.fragment.LayoutInflater,com.fsck.k9.fragment.ViewGroup,com.fsck.k9.fragment.Bundle)",onCreateView,Operation
n6308,@java+method#org.openintents.openpgp.util.OpenPgpKeyPreference.setValue(long),setValue,Operation
n6309,"@java+method#com.fsck.k9.preferences.StorageEditor.putString(java.lang.String,java.lang.String)",putString,Operation
n631,"@java+method#com.fsck.k9.service.MailService.reschedulePollInBackground(boolean,boolean,java.lang.Integer,boolean)",reschedulePollInBackground,Operation
n6310,@java+method#com.fsck.k9.helper.K9AlarmManager.cancel(com.fsck.k9.message.PendingIntent),cancel,Operation
n6311,@java+method#com.fsck.k9.mail.ssl.LocalKeyStore.upgradeKeyStoreFile(),upgradeKeyStoreFile,Operation
n6312,@java+class#com.fsck.k9.mailstore.migrations.MigrationTo57,MigrationTo57,Structure
n6313,"@java+method#com.fsck.k9.controller.MessagingController.recreate(com.fsck.k9.Account,com.fsck.k9.controller.MessagingListener).$anonymous1.run()",run,Operation
n6314,@java+method#com.fsck.k9.mailstore.AttachmentResolver.createFromPart(com.fsck.k9.mail.Part),createFromPart,Operation
n6315,@java+class#com.fsck.k9.mail.filter.PeekableInputStream,PeekableInputStream,Structure
n6316,"@java+method#com.fsck.k9.activity.NotificationDeleteConfirmation.getIntent(com.fsck.k9.controller.Context,com.fsck.k9.activity.MessageReference)",getIntent,Operation
n6317,@java+method#com.fsck.k9.mailstore.AttachmentResolver.getAttachmentUriForContentId(java.lang.String),getAttachmentUriForContentId,Operation
n6318,@java+field#com.fsck.k9.ui.compose.QuotedMessageMvpView.mQuotedTextShow,mQuotedTextShow,Variable
n6319,@java+method#com.fsck.k9.mail.transport.mockServer.MockSmtpServer.expect(java.lang.String),expect,Operation
n632,@java+field#com.fsck.k9.activity.UpgradeDatabases.EXTRA_START_INTENT,EXTRA_START_INTENT,Variable
n6320,@java+method#com.fsck.k9.mailstore.LocalMessage.equals(java.lang.Object),equals,Operation
n6321,@java+field#com.fsck.k9.activity.FolderInfoHolder.moreMessages,moreMessages,Variable
n6322,@java+field#com.fsck.k9.controller.MessagingControllerTest.remoteOldMessage,remoteOldMessage,Variable
n6323,@java+method#com.fsck.k9.mail.store.imap.ImapStoreTest.extractFolderNames(java.util.List),extractFolderNames,Operation
n6324,@java+method#com.fsck.k9.mail.Store.sendMessages(java.util.List),sendMessages,Operation
n6325,@java+method#com.fsck.k9.controller.MessagingController.deleteThreads(java.util.List),deleteThreads,Operation
n6326,@java+method#com.fsck.k9.ui.messageview.MessageTopView.showShowPicturesButton(),showShowPicturesButton,Operation
n6327,"@java+method#com.fsck.k9.activity.compose.RecipientMvpView.addRecipients(com.fsck.k9.mail.Message.RecipientType,com.fsck.k9.view.RecipientSelectView.Recipient[])",addRecipients,Operation
n6328,"@java+method#com.fsck.k9.controller.MessagingController.queueSetFlag(com.fsck.k9.Account,java.lang.String,boolean,com.fsck.k9.mail.Flag,java.util.List)",queueSetFlag,Operation
n6329,@java+field#com.fsck.k9.message.quote.InsertableHtmlContent.footerInsertionPoint,footerInsertionPoint,Variable
n633,@java+field#com.fsck.k9.mailstore.LocalStore.FOLDER_NAME_INDEX,FOLDER_NAME_INDEX,Variable
n6330,@java+field#com.fsck.k9.search.SearchSpecification.SearchCondition.attribute,attribute,Variable
n6331,@java+method#com.fsck.k9.fragment.MessageListFragment.isSingleFolderMode(),isSingleFolderMode,Operation
n6332,@java+class#com.fsck.k9.notification.WearNotificationsTest.ActionMatcher,ActionMatcher,Structure
n6333,@java+field#com.fsck.k9.activity.setup.AccountSettings.sentFolder,sentFolder,Variable
n6334,@java+method#com.fsck.k9.activity.FolderList.FolderListAdapter.FolderListFilter.performFiltering(java.lang.CharSequence),performFiltering,Operation
n6335,@java+method#com.fsck.k9.mailstore.MessageViewInfoExtractorTest.extractMessage_withCryptoAnnotation_andExtraAttachment(),extractMessage_withCryptoAnnotation_andExtraAttachment,Operation
n6336,@java+method#com.fsck.k9.preferences.Settings.StringSetting.fromString(java.lang.String),fromString,Operation
n6337,@java+method#com.fsck.k9.crypto.MessageCryptoStructureDetectorTest.findPrimaryCryptoPart_withSimplePgpInline(),findPrimaryCryptoPart_withSimplePgpInline,Operation
n6338,@java+method#com.fsck.k9.activity.setup.ConnectionSecurityHolder.toString(),toString,Operation
n6339,@java+method#com.fsck.k9.message.html.HtmlProcessor.processForDisplay(java.lang.String),processForDisplay,Operation
n634,@java+field#com.fsck.k9.activity.MessageList.mActionBarUnread,mActionBarUnread,Variable
n6340,@java+constructor#com.fsck.k9.controller.MessagingController.deleteThreads(java.util.List).$anonymous1.(),,Constructor
n6341,@java+method#com.fsck.k9.message.html.HtmlConverterTest.doubleUnderscoreIgnoredAsHR(),doubleUnderscoreIgnoredAsHR,Operation
n6342,"@java+constructor#com.fsck.k9.helper.UnreadWidgetProperties.UnreadWidgetProperties(int,java.lang.String,java.lang.String)",UnreadWidgetProperties,Constructor
n6343,"@java+method#com.fsck.k9.activity.FolderList.FolderListAdapter.$anonymous1.setPushActive(com.fsck.k9.Account,java.lang.String,boolean)",setPushActive,Operation
n6344,@java+method#com.fsck.k9.mail.store.imap.ImapList.getKeyedString(java.lang.String),getKeyedString,Operation
n6345,@java+method#com.fsck.k9.helper.UtilityTest.stripNewLines_removesLeadingCarriageReturns(),stripNewLines_removesLeadingCarriageReturns,Operation
n6346,@java+method#com.fsck.k9.service.SleepService.reacquireWakeLock(com.fsck.k9.service.SleepService.SleepDatum),reacquireWakeLock,Operation
n6347,@java+method#com.fsck.k9.mail.store.imap.ImapConnection.retrievePathDelimiter(),retrievePathDelimiter,Operation
n6348,@java+method#com.fsck.k9.mail.internet.TextBody.getEncoding(),getEncoding,Operation
n6349,@java+package#com.fsck.k9.ui,ui,Container
n635,@java+method#com.fsck.k9.K9.getFontSizes(),getFontSizes,Operation
n6350,@java+method#com.fsck.k9.mailstore.StorageManager.FixedStorageProviderBase.getRoot(com.fsck.k9.controller.Context),getRoot,Operation
n6351,"@java+constructor#com.fsck.k9.activity.misc.Attachment.Attachment(com.fsck.k9.provider.Uri,com.fsck.k9.activity.misc.Attachment.LoadingState,int,java.lang.String,java.lang.String,java.lang.Long,java.lang.String)",Attachment,Constructor
n6352,@java+method#com.fsck.k9.mailstore.migrations.MigrationTo60.migrateCommandMoveOrCopy(com.fsck.k9.mailstore.migrations.MigrationTo60.OldPendingCommand),migrateCommandMoveOrCopy,Operation
n6353,@java+field#com.fsck.k9.Identity.signature,signature,Variable
n6354,"@java+constructor#com.fsck.k9.helper.ContactItem.ContactItem(java.lang.String,java.util.List)",ContactItem,Constructor
n6355,@java+field#com.fsck.k9.mail.store.imap.mockserver.MockImapServer.MockServerThread.interactions,interactions,Variable
n6356,@java+field#com.fsck.k9.controller.MessagingControllerCommands.COMMAND_EXPUNGE,COMMAND_EXPUNGE,Variable
n6357,@java+field#com.fsck.k9.ui.messageview.LockedAttachmentView.attachmentCallback,attachmentCallback,Variable
n6358,"@java+method#com.fsck.k9.provider.AttachmentProvider.openAttachment(java.lang.String,java.lang.String)",openAttachment,Operation
n6359,@java+method#com.fsck.k9.mail.filter.SignSafeOutputStream.flush(),flush,Operation
n636,@java+field#com.fsck.k9.mail.store.imap.Commands.CAPABILITY,CAPABILITY,Variable
n6360,@java+field#com.fsck.k9.provider.EmailProvider.ThreadColumns.ID,ID,Variable
n6361,@java+method#com.fsck.k9.controller.MessagingControllerTest.synchronizeMailboxSynchronous_withUnsyncedNewSmallMessage_shouldFetchBodyOfSmallMessage(),synchronizeMailboxSynchronous_withUnsyncedNewSmallMessage_shouldFetchBodyOfSmallMessage,Operation
n6362,@java+method#com.fsck.k9.mail.store.imap.ImapResponse.setCallback(com.fsck.k9.mail.store.imap.ImapResponseCallback),setCallback,Operation
n6363,@java+method#com.fsck.k9.message.signature.HtmlSignatureRemoverTest.shouldStripSignatureFromThunderbirdStyleHtml(),shouldStripSignatureFromThunderbirdStyleHtml,Operation
n6364,@java+field#com.fsck.k9.notification.DeviceNotificationsTest.FAKE_NOTIFICATION,FAKE_NOTIFICATION,Variable
n6365,@java+interface#com.fsck.k9.ui.messageview.CryptoInfoDialog.OnClickShowCryptoKeyListener,OnClickShowCryptoKeyListener,Structure
n6366,"@java+method#com.fsck.k9.activity.compose.RecipientAdapter.bindCryptoAdvanced(com.fsck.k9.view.RecipientSelectView.Recipient,com.fsck.k9.activity.compose.RecipientAdapter.RecipientTokenHolder)",bindCryptoAdvanced,Operation
n6367,@java+field#com.fsck.k9.FontSizes.MESSAGE_VIEW_CONTENT_PERCENT,MESSAGE_VIEW_CONTENT_PERCENT,Variable
n6368,@java+method#com.fsck.k9.activity.K9ListActivity.onResume(),onResume,Operation
n6369,@java+method#com.fsck.k9.notification.LockScreenNotification.createPublicNotificationWithSenderList(com.fsck.k9.notification.NotificationData),createPublicNotificationWithSenderList,Operation
n637,@java+field#com.fsck.k9.ui.compose.QuotedMessagePresenter.STATE_KEY_QUOTED_TEXT_MODE,STATE_KEY_QUOTED_TEXT_MODE,Variable
n6370,@java+method#com.fsck.k9.mail.store.imap.ImapConnectionTest.open_authPlainWithByeResponseAndConnectionClose_shouldThrowAuthenticationFailedException(),open_authPlainWithByeResponseAndConnectionClose_shouldThrowAuthenticationFailedException,Operation
n6371,@java+class#com.fsck.k9.mail.store.pop3.Pop3Store.Pop3Folder,Pop3Folder,Structure
n6372,@java+constructor#com.fsck.k9.mail.store.imap.ImapConnectionTest.createOAuth2TokenProvider().$anonymous1.(),,Constructor
n6373,@java+constructor#com.fsck.k9.ui.messageview.MessageViewFragment.$anonymous1.(),,Constructor
n6374,@java+method#com.fsck.k9.mail.BoundaryGenerator.generateBoundary(),generateBoundary,Operation
n6375,@java+field#com.fsck.k9.mailstore.MessageViewInfoExtractor.FILENAME_SUFFIX,FILENAME_SUFFIX,Variable
n6376,@java+method#com.fsck.k9.message.extractors.AttachmentInfoExtractor.extractAttachmentInfo(com.fsck.k9.mail.Part),extractAttachmentInfo,Operation
n6377,@java+field#com.fsck.k9.mail.K9MailLib.DEBUG_PROTOCOL_IMAP,DEBUG_PROTOCOL_IMAP,Variable
n6378,@java+field#com.fsck.k9.mail.power.TracingPowerManager.TracingWakeLock.timerTask,timerTask,Variable
n6379,@java+field#com.fsck.k9.K9.LOCAL_UID_PREFIX,LOCAL_UID_PREFIX,Variable
n638,@java+constructor#com.fsck.k9.provider.MessageProvider.CountExtractor.CountExtractor(int),CountExtractor,Constructor
n6380,@java+field#com.fsck.k9.fragment.MLFProjectionInfo.SENDER_LIST_COLUMN,SENDER_LIST_COLUMN,Variable
n6381,@java+method#com.fsck.k9.mailstore.LocalStore.getMessagesInThread(long),getMessagesInThread,Operation
n6382,@java+field#com.fsck.k9.activity.setup.AccountSettings.chipColor,chipColor,Variable
n6383,@java+field#com.fsck.k9.activity.setup.AccountSetupCheckSettings.mDirection,mDirection,Variable
n6384,@java+interface#org.openintents.openpgp.util.OpenPgpApi.IOpenPgpSinkResultCallback,IOpenPgpSinkResultCallback,Structure
n6385,@java+field#com.fsck.k9.message.IdentityHeaderBuilder.messageReference,messageReference,Variable
n6386,@java+method#com.fsck.k9.preferences.GlobalSettings.ThemeSetting.fromPrettyString(java.lang.String),fromPrettyString,Operation
n6387,@java+method#com.fsck.k9.mail.ssl.TrustManagerFactoryTest.testSelfSignedCertificateNotMatchingHost(),testSelfSignedCertificateNotMatchingHost,Operation
n6388,@java+method#com.fsck.k9.mail.store.imap.UntaggedHandler.handleAsyncUntaggedResponse(com.fsck.k9.mail.store.imap.ImapResponse),handleAsyncUntaggedResponse,Operation
n6389,@java+field#com.fsck.k9.activity.setup.AccountSetupBasics.mCheckedIncoming,mCheckedIncoming,Variable
n639,@java+method#com.fsck.k9.cache.EmailProviderCacheTest.isMessageHidden_returnsFalseForUnknownMessage(),isMessageHidden_returnsFalseForUnknownMessage,Operation
n6390,@java+method#com.fsck.k9.FontSizes.getMessageViewCC(),getMessageViewCC,Operation
n6391,@java+field#com.fsck.k9.mail.store.webdav.WebDavStoreTest.mockClientConnectionManager,mockClientConnectionManager,Variable
n6392,@java+method#com.fsck.k9.ui.messageview.MessageViewFragment.updateTitle(),updateTitle,Operation
n6393,@java+field#com.fsck.k9.activity.setup.FontSizeSettings.mMessageViewAdditionalHeaders,mMessageViewAdditionalHeaders,Variable
n6394,@java+method#com.fsck.k9.mailstore.LockableDatabase.getStorageProviderId(),getStorageProviderId,Operation
n6395,@java+field#com.fsck.k9.message.html.HtmlConverter.PREVIEW_OBJECT_CHARACTER,PREVIEW_OBJECT_CHARACTER,Variable
n6396,@java+method#com.fsck.k9.K9.registerReceivers(),registerReceivers,Operation
n6397,@java+field#com.fsck.k9.preferences.Settings.IntegerRangeSetting.end,end,Variable
n6398,"@java+method#com.fsck.k9.controller.MessagingController.refreshRemoteSynchronous(com.fsck.k9.Account,com.fsck.k9.controller.MessagingListener)",refreshRemoteSynchronous,Operation
n6399,@java+method#com.fsck.k9.ui.messageview.MessageCryptoPresenter.onClickShowCryptoWarningDetails(),onClickShowCryptoWarningDetails,Operation
n64,@java+field#com.fsck.k9.mail.store.imap.Capabilities.NAMESPACE,NAMESPACE,Variable
n640,"@java+method#com.fsck.k9.service.MailService.reschedulePushers(boolean,boolean)",reschedulePushers,Operation
n6400,@java+method#com.fsck.k9.mailstore.migrations.MigrationTo60.migrateCommandEmptyTrash(),migrateCommandEmptyTrash,Operation
n6401,@java+field#com.fsck.k9.mail.store.imap.FetchPartCallback.bodyFactory,bodyFactory,Variable
